model,SEN,SPE,PPV,NPV,AUC,ACC,BRIER,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE,BRIER_SE
diagnosis ~ mean + sd + iqr + mean_abs + Gender + (1|study),0.685199058253728,0.46473427671119855,0.5686420609021228,0.5921034086107794,0.5749666674824633,0.5751546926611862,0.24400410969981756,0.03610604718068656,0.052281563955968134,0.016325560856132623,0.007524941636706372,0.010777436935701903,0.011905736816485624,0.0023633946857109225
diagnosis ~ mean + sd + iqr + coef_var + se + (1|study),0.6766379926442341,0.5044119972129166,0.5787558377106764,0.6182426910548309,0.5905249949285754,0.5902541625628844,0.23334333009842176,0.059668011224778696,0.028332571567651916,0.01652394445212319,0.05014731795031858,0.02758500384257487,0.02664739546821195,0.00886529907401946
diagnosis ~ mean + sd + iqr + coef_var + Gender + (1|study),0.6740673737800922,0.4332447358519616,0.544840083586193,0.5750344650448439,0.5536560548160269,0.5546748776449296,0.2425727407276405,0.04854963212454397,0.01802043231842237,0.014633232785479216,0.025760061052835338,0.01704163333705133,0.0181240070172544,0.0022490003919653995
diagnosis ~ mean + sd + iqr + se + Gender + (1|study),0.6447815091749339,0.5317783781728934,0.5861066460441211,0.5978074914414147,0.5882799436739137,0.5871916315311527,0.23918319778515199,0.046212894230761276,0.05267665909609435,0.018476475082316063,0.02356054991833633,0.018005927775010942,0.01827287056325089,0.0037172605403182186
diagnosis ~ mean + sd + median + mean_abs + coef_var + (1|study),0.7488163756186301,0.41333260202624245,0.5647144144597435,0.6257726662427225,0.5810744888224363,0.5820083542784793,0.23969723160923143,0.04395691825894673,0.03442050243980283,0.005507217363375694,0.03348481531073814,0.014274840252370753,0.012570492254548513,0.0043389551446259365
diagnosis ~ mean + sd + median + mean_abs + se + (1|study),0.6512420976362117,0.5090186024481312,0.5767043868895552,0.597361044947856,0.5907516501168883,0.5796450528509741,0.2395087194798903,0.06512630825347046,0.06349885299659656,0.03263922881193076,0.04777767502853455,0.02869334870501305,0.035333270228834056,0.009138752220841335
diagnosis ~ mean + sd + median + mean_abs + Gender + (1|study),0.7015347514341888,0.4615168278068299,0.5725320390203079,0.6056721672918856,0.5815257896205094,0.5819877534176462,0.24319273703862457,0.03868808844496818,0.05032881983451824,0.014369327584444778,0.00789782166844839,0.008032655406118598,0.009105114484059164,0.0028677947116418465
diagnosis ~ mean + sd + median + coef_var + se + (1|study),0.6840133707632111,0.5060094145642416,0.5825249913485208,0.6240700348935644,0.5950113926637264,0.5947543887049016,0.23343119545887187,0.05770613041469702,0.028387339313043682,0.015048865867149642,0.04760718135028838,0.02545659658907788,0.024549636786579142,0.00879326313212936
diagnosis ~ mean + sd + median + coef_var + Gender + (1|study),0.6872694967345371,0.41359119320744087,0.5411259809581491,0.574954505641861,0.550430344970989,0.55164152065969,0.2425800074192226,0.054027090637962086,0.02761105520475861,0.014674538742095157,0.025317913757297125,0.016953281824166617,0.01808291073529372,0.002189306313712348
diagnosis ~ mean + sd + median + se + Gender + (1|study),0.6476522423222074,0.5301809608215684,0.5861294654553589,0.5993718539021765,0.5889166015718879,0.5878896837770772,0.2394753633691916,0.04848557702752941,0.053268119956947094,0.01909529543521472,0.024294880919215046,0.019171345951777708,0.0195724033752165,0.003789227296770643
diagnosis ~ mean + sd + mean_abs + coef_var + se + (1|study),0.6931009327472826,0.49698274537651177,0.5814623239987211,0.6301072840203275,0.5950418390618972,0.5947349555041966,0.2332227463041173,0.061856393497734884,0.03294575424028199,0.01425023950514909,0.05139695274172751,0.025258626026629087,0.024245568997892496,0.009407610504357311
diagnosis ~ mean + sd + mean_abs + coef_var + Gender + (1|study),0.7202222831122461,0.42595545519891015,0.5604801663420953,0.6093007973837614,0.5730888691555781,0.5743002932456215,0.24161135839907052,0.0508470642707725,0.03996272443639049,0.01057235854814049,0.021930516099935512,0.009700717833591893,0.011447334705890724,0.002487989734804677
diagnosis ~ mean + sd + mean_abs + se + Gender + (1|study),0.6686432328405815,0.5314835777663098,0.5953368322105748,0.6159088477115128,0.6000634053034457,0.5992969871381655,0.23757831826562703,0.049899521484644264,0.05533903801236264,0.021336813666626507,0.029865900317895062,0.021849951225826492,0.02178389413813237,0.005251268155795492
diagnosis ~ mean + sd + coef_var + se + Gender + (1|study),0.663777947310311,0.5190796612068753,0.5854008472155958,0.6066144247932355,0.5914288042585931,0.5909257698284304,0.23376515220028585,0.04531225910597201,0.04408336592161364,0.015650060336223428,0.027134029693368106,0.017702229079218874,0.017662199663597705,0.0050091199258930335
diagnosis ~ mean + range + iqr + median + mean_abs + (1|study),0.6740523872341868,0.4942931420041839,0.5758408423104843,0.6135893274020818,0.5841727646191854,0.5835159683729362,0.24391715388651566,0.06390257475036211,0.05160694274662299,0.019096840657916555,0.04473110305385776,0.02343609930157417,0.022972677056312844,0.0057061025228733585
diagnosis ~ mean + range + iqr + median + coef_var + (1|study),0.7271027571612587,0.45049251006541097,0.5736441457093631,0.625331013701688,0.5887976336133348,0.5888842344119991,0.2438249837073188,0.03873452105817521,0.030252678260873668,0.0053890194434332945,0.025876395163649285,0.008254611937052948,0.007339066080175843,0.004011515568823392
diagnosis ~ mean + range + iqr + median + se + (1|study),0.5917535761903686,0.5921987257036057,0.5963648502950027,0.5958684050939964,0.5919761509469871,0.5910154420530429,0.24399077346598969,0.06411035100480421,0.046798804498579025,0.03640903342996096,0.04839873244616524,0.03724468779155755,0.037278638553896654,0.009741334978463885
diagnosis ~ mean + range + iqr + median + Gender + (1|study),0.6295440609493893,0.514993526317241,0.5717623664721928,0.5766635548183798,0.5722687936333152,0.5714459024808278,0.24534473475587362,0.029909008006758674,0.0463155231317927,0.01786041195866918,0.013497787503276732,0.0134390850377684,0.013607253616491911,0.001511601340240474
diagnosis ~ mean + range + iqr + mean_abs + coef_var + (1|study),0.7119201755327563,0.4626704543901657,0.5738332132291962,0.6211348111895045,0.587295314961461,0.5872784990438958,0.2416671679806798,0.04844933871289756,0.037691374249801964,0.011629298158829305,0.030738744258712224,0.015998246277010117,0.015622284470305638,0.004681384695767862
diagnosis ~ mean + range + iqr + mean_abs + se + (1|study),0.6364019669047027,0.5576035853427508,0.59573786365193,0.6104359811108698,0.5970027761237268,0.5962979422919089,0.2407589460754581,0.05952598517177369,0.05031336671109584,0.029565477603905647,0.0473231576857735,0.031631183316119145,0.03120290307349893,0.010063677467227488
diagnosis ~ mean + range + iqr + mean_abs + Gender + (1|study),0.6460626091581465,0.49833866574636265,0.5698915164534853,0.5802213946581876,0.5722006374522546,0.5714035350386679,0.24208797438559668,0.03582182307631798,0.050415306537788994,0.016297926695949164,0.016023386081364475,0.013665801348753684,0.013946558257880002,0.002187415696698875
diagnosis ~ mean + range + iqr + coef_var + se + (1|study),0.6826305932957124,0.5077731649389019,0.5836174619602956,0.6232542581792465,0.5952018791173072,0.5947742078929247,0.23350294737178146,0.05425453402387234,0.02997990442912406,0.01322360554189545,0.04377884197174309,0.02196386865893548,0.021137947643804774,0.009276661231120658
diagnosis ~ mean + range + iqr + coef_var + Gender + (1|study),0.648289364727835,0.501032687604908,0.5712426922145147,0.5818669099925002,0.5746610261663715,0.5744337061738071,0.24320518025181453,0.02011668502064992,0.03902042251636293,0.01610854482514519,0.009821829496140338,0.012089641951639299,0.012547347425784245,0.0024273207556919267
diagnosis ~ mean + range + iqr + se + Gender + (1|study),0.6209826271077006,0.5467263655089405,0.5848139145465349,0.5885588282041637,0.5838544963083205,0.5827398807411686,0.24050652253124347,0.04414143916733408,0.050362535086221,0.020064376084364042,0.02494405349929259,0.01946498879479106,0.019544654886622062,0.005697066551194328
diagnosis ~ mean + range + median + mean_abs + coef_var + (1|study),0.7318792634226183,0.4549555538384057,0.5755570189277206,0.6422455895228469,0.5934174086305121,0.5933627550711849,0.24408385234751911,0.05936259388992844,0.034577083650280845,0.0110233672391075,0.043060096839241786,0.019620998265805357,0.01903801649122647,0.004765568530695618
diagnosis ~ mean + range + median + mean_abs + se + (1|study),0.6410746316870967,0.5515403497238053,0.5928052150914932,0.6136639351790063,0.596307490705451,0.5954803910877817,0.24037947645255078,0.06485384385738426,0.049538009191345725,0.03136065335768814,0.05205180427147853,0.03470538972892783,0.03430643934830176,0.0100161723253042
diagnosis ~ mean + range + median + mean_abs + Gender + (1|study),0.6873854041232321,0.49219856834420894,0.5820046230652632,0.6067097144896761,0.5897919862337205,0.589492619282398,0.24296052338663796,0.027571089578626112,0.04667952282975139,0.016295874066805535,0.006263283445431634,0.010459392273674435,0.01125836989225156,0.0018722094124157026
diagnosis ~ mean + range + median + coef_var + se + (1|study),0.6871450039869963,0.5031806806390217,0.5831462774289081,0.6250804882872506,0.595162842313009,0.5947885689487207,0.23371556266240334,0.05573593470541432,0.032890791964451604,0.014678544375191374,0.04628638627944114,0.023605822437950168,0.022723698791477683,0.00938990730078551
diagnosis ~ mean + range + median + coef_var + Gender + (1|study),0.6589546301617074,0.49667798163549587,0.5739102074912946,0.5864218854798952,0.5778163058986017,0.5774954603818155,0.24453773643768129,0.020518909788243236,0.04465909503057118,0.01837333876120184,0.011698238950964878,0.014131810391859607,0.014380658996949182,0.0015147132627525278
diagnosis ~ mean + range + median + se + Gender + (1|study),0.6270421703545037,0.5528376040259491,0.5897613862715992,0.5973138547957412,0.5899398871902264,0.5887607824781464,0.24145211740384662,0.04687452642705579,0.047248591903474094,0.017328861863253726,0.025508672301510965,0.016789560999438277,0.016759732612092945,0.0048682876173757154
diagnosis ~ mean + range + mean_abs + coef_var + se + (1|study),0.6872624851900038,0.5045755557416262,0.5840042216741895,0.628108937905342,0.595919020465815,0.5955464695951195,0.23349205936907164,0.06137698663875337,0.03889348230821734,0.017350818895133947,0.052292243692000404,0.027109804063851915,0.02612523553117706,0.009877798414206508
diagnosis ~ mean + range + mean_abs + coef_var + Gender + (1|study),0.6827168403377486,0.4936666901049347,0.5807821092643836,0.6039894882880714,0.5881917652213416,0.5879714258049552,0.2422742533106952,0.027758666126587745,0.045275508428941985,0.0165874008843643,0.00793572557287469,0.011416674458279171,0.012152787537153136,0.0017618098692996245
diagnosis ~ mean + range + mean_abs + se + Gender + (1|study),0.6480954022023715,0.5634995686282012,0.6042972608310438,0.6170159382394675,0.6057974854152863,0.6046884560580981,0.23820758349601637,0.049573320598945786,0.050369258008840734,0.0205435823140326,0.030725154962764647,0.020277780667785128,0.02016854555943605,0.006541974333074006
diagnosis ~ mean + range + coef_var + se + Gender + (1|study),0.6653619157517021,0.53122070061207,0.5919343850733895,0.6128584722271778,0.598291308181886,0.5976731869816835,0.2336732381957487,0.043461789133151046,0.042802204077928736,0.016638364604414684,0.02649057069952852,0.018571981149919814,0.018708905742171985,0.005876567568085021
diagnosis ~ mean + iqr + median + mean_abs + coef_var + (1|study),0.7504875545588962,0.44871058882147,0.581368015001033,0.643281384546376,0.5995990716901831,0.6001864609691757,0.24067793405231977,0.032723000332557976,0.033841157577202005,0.010228551512362146,0.02518555520891442,0.012110749580976823,0.011327465816440481,0.004259327186486489
diagnosis ~ mean + iqr + median + mean_abs + se + (1|study),0.6347364476428297,0.48315727715569745,0.555648035176648,0.5751844658260342,0.5815918419957922,0.5584630173136842,0.24314105208970213,0.07007877063566038,0.061273774178713596,0.030794482179968552,0.0464077414824563,0.020499164335038237,0.03453640516738317,0.00821338589154734
diagnosis ~ mean + iqr + median + mean_abs + Gender + (1|study),0.6972363669344034,0.4722421916818001,0.575492562164468,0.6080891383236878,0.5847392793081018,0.5849756230582074,0.2426912228988714,0.038359128289599725,0.04675390702239479,0.013451413502509873,0.009657054166576116,0.007015731048792397,0.008270729827352847,0.0029364409350889913
diagnosis ~ mean + iqr + median + coef_var + se + (1|study),0.6781565872603363,0.5028860251687245,0.5793488795985736,0.6185642427747691,0.5905213062145304,0.590242596520784,0.23239425988694432,0.05757221873531899,0.032078614683837915,0.016700882280672624,0.04871050065233444,0.025995466697784,0.02507160717244179,0.009280524003531644
diagnosis ~ mean + iqr + median + coef_var + Gender + (1|study),0.6892774568048502,0.4687354913600995,0.5709443105234591,0.5941422642826668,0.5790064740824749,0.5798845715593139,0.24406796049434887,0.019775826426512443,0.04296476389607793,0.024738294735419192,0.029425690704339577,0.02563213415918028,0.026237517054623672,0.0026588996751520473
diagnosis ~ mean + iqr + median + se + Gender + (1|study),0.60716605072686,0.49318490118368224,0.5463403483810632,0.5606352724497455,0.5664062938183667,0.5493921058571966,0.24672583098192694,0.05854437504904762,0.033684507505284705,0.020292860960020757,0.03279544143021419,0.010570799037762176,0.024434002508273156,0.0031471134324288328
diagnosis ~ mean + iqr + mean_abs + coef_var + se + (1|study),0.6871190663164997,0.5043631661075025,0.5837970440215691,0.6278093364371209,0.5957411162120011,0.5954783021011404,0.23142351048716628,0.06113385444211373,0.03873118424067122,0.01751441264408787,0.05194369904787311,0.027043168368948833,0.026054062971009685,0.009631961564990313
diagnosis ~ mean + iqr + mean_abs + coef_var + Gender + (1|study),0.6971902975558261,0.4779267046432865,0.5779456312707547,0.6094272959497151,0.5875585010995563,0.5880402382274935,0.24176513606598338,0.03265156316865638,0.04186058439668827,0.012382702728639328,0.007776027382469688,0.007070033484797265,0.0077355201684795784,0.0025830508833965876
diagnosis ~ mean + iqr + mean_abs + se + Gender + (1|study),0.6595537338542793,0.4855222895030267,0.5651316678524604,0.590660278941371,0.572538011678653,0.5721110080906433,0.2426136068664134,0.05224807323253945,0.03750108007989513,0.012507569217232391,0.03166831099669828,0.018999506398975137,0.01859624348648149,0.0047121693833532255
diagnosis ~ mean + iqr + coef_var + se + Gender + (1|study),0.6562825557614517,0.5281623793270832,0.5880488273938078,0.6038985639138896,0.5922224675442674,0.5916999837730156,0.2331771613800532,0.04338572394251339,0.04832683700561815,0.018641000737056965,0.025134261985371168,0.0192341300625337,0.01939118410620085,0.005339808609059984
diagnosis ~ mean + median + mean_abs + coef_var + se + (1|study),0.6871961428635995,0.4982429084124416,0.5812961008799726,0.6244410445951841,0.5927195256380206,0.5924762032999472,0.23254343242563483,0.06081798042193129,0.04187247124887608,0.019430371578249804,0.053077571894346365,0.028586690973857593,0.027575403346590196,0.010006658671137751
diagnosis ~ mean + median + mean_abs + coef_var + Gender + (1|study),0.7239925974231414,0.47193212741373786,0.5844502309416597,0.6272651831897952,0.5979623624184396,0.5985698170951572,0.24286828411829198,0.02663169824179158,0.04293739154139513,0.015561215360438894,0.008814971498678645,0.011619572693147529,0.012498849441693572,0.002330344287729329
diagnosis ~ mean + median + mean_abs + se + Gender + (1|study),0.6667983643226787,0.5008327749145269,0.5768783462585879,0.6008187974052844,0.5838155696186028,0.5833891986938189,0.24125149852555974,0.048686602016689645,0.0453814697335745,0.015820434099755296,0.029250029111237908,0.019558269706958457,0.019354416010443572,0.004208957360757551
diagnosis ~ mean + median + coef_var + se + Gender + (1|study),0.6668258707632112,0.5265893775284652,0.5905723628136751,0.6119498174426683,0.5967076241458382,0.5961806496682507,0.23314055270102707,0.04529078240171355,0.046225201166295325,0.017066363357632817,0.026777956590794284,0.0188075129504663,0.018855414242276193,0.005411077907877536
diagnosis ~ mean + mean_abs + coef_var + se + Gender + (1|study),0.674256856987897,0.524881676086283,0.5938396157154425,0.614753379281137,0.5995692665370899,0.5992343437239955,0.2332110762942917,0.04109605665542742,0.05058564671432571,0.019430656432249047,0.0265107176014764,0.019811279619439414,0.019661055941329986,0.006355270978085868
diagnosis ~ sd + range + iqr + median + mean_abs + (1|study),0.6531119403677722,0.5207558203720953,0.579555309345091,0.609641190831356,0.5869338803699338,0.5864549766741463,0.2444726222965026,0.06250435134782979,0.038533022676187474,0.02490314543092984,0.055872737429986025,0.032982050862120665,0.0322256921832871,0.007627625877087149
diagnosis ~ sd + range + iqr + median + coef_var + (1|study),0.6660788739237531,0.5076394260158646,0.577118718140242,0.6086298693709957,0.5868591499698089,0.586482465178028,0.2414892409691564,0.05061047991596786,0.02281850406941877,0.015685727303446806,0.04250616938327957,0.02387111784820383,0.023130864721953207,0.007597763771920941
diagnosis ~ sd + range + iqr + median + se + (1|study),0.6007527271377241,0.5905542785978549,0.595850881770422,0.6020349966080483,0.5956535028677895,0.5946985078273379,0.24495609644017052,0.07198361184870035,0.04636050424788934,0.04283617577778809,0.054507179395946445,0.045052556037434945,0.0452130111591988,0.009375707252763665
diagnosis ~ sd + range + iqr + median + Gender + (1|study),0.6328304475362946,0.48393875704794104,0.5546287613988782,0.5687703623687116,0.5583846022921178,0.5576462458427323,0.2508375078645316,0.04359197545658375,0.035292744285351195,0.01540970190048321,0.026679566517707063,0.01783958091770379,0.017611888422702147,0.003125851397211465
diagnosis ~ sd + range + iqr + mean_abs + coef_var + (1|study),0.6762892817999271,0.5165105827092998,0.5847776026161321,0.6202169539888326,0.5963999322546134,0.5962749324046983,0.2374881105762485,0.051698116560995315,0.019033847817548005,0.01730346975521613,0.04506780359335305,0.026295064704645554,0.025548658682183662,0.007777560777460809
diagnosis ~ sd + range + iqr + mean_abs + se + (1|study),0.6959768766323279,0.4820483530641312,0.5742966996129464,0.6260679117147708,0.5890126148482295,0.5888003597556976,0.24120313550310069,0.064316420177516,0.02868378498815828,0.015120189502777616,0.04834366994707501,0.02512518929548669,0.02452605691839281,0.00868290722679189
diagnosis ~ sd + range + iqr + mean_abs + Gender + (1|study),0.6401610930100046,0.4014396355688886,0.5156474300448475,0.5436159760637372,0.532993638171827,0.5205847628344565,0.25572667575863184,0.07386182825524441,0.03196003734937807,0.016328348042369694,0.04983946076166924,0.021889296428359354,0.024957129958798945,0.007561472346898538
diagnosis ~ sd + range + iqr + coef_var + se + (1|study),0.6720894422886328,0.5437133637301995,0.6001875081169151,0.6272989641965546,0.6079014030094161,0.607693933703051,0.23190746849387808,0.04974024092893287,0.038145154757105317,0.021729387238595882,0.045541724020592055,0.027620216669939173,0.02685265673540334,0.009422574339349555
diagnosis ~ sd + range + iqr + coef_var + Gender + (1|study),0.6547639611453494,0.4991243902012801,0.5692418160139734,0.5928479835125535,0.5769441756733147,0.5766556198647927,0.24260740770455505,0.04330836285880161,0.021668449427357274,0.009487910681760572,0.026325828066205408,0.014354276670342494,0.014073998018319213,0.005201988176646958
diagnosis ~ sd + range + iqr + se + Gender + (1|study),0.5973534698166627,0.5023979004612369,0.5465275911532044,0.5643091272230345,0.5604969852136668,0.5485813346463885,0.2511119535086142,0.07370841001971681,0.04644063670716887,0.02183795534792695,0.04768807056592551,0.024683401554365426,0.030016692347105026,0.0077995826806863885
diagnosis ~ sd + range + median + mean_abs + coef_var + (1|study),0.6750050493209193,0.515263041553399,0.5835055140937494,0.6199138818772055,0.5951340454371591,0.5947341786804734,0.23962178549599158,0.053501251833031165,0.018922929435618165,0.015472377055520199,0.04447045613465273,0.024764711130165956,0.024060100058876002,0.007623325987740323
diagnosis ~ sd + range + median + mean_abs + se + (1|study),0.6452586674796695,0.5363545840572901,0.5864315053325795,0.6087637788098473,0.5908066257684799,0.5901202414503905,0.23977876117105407,0.06389981578264804,0.051319447428866134,0.029041753916735417,0.04753391791882771,0.03253588364856478,0.03216515732818891,0.00991961776396588
diagnosis ~ sd + range + median + mean_abs + Gender + (1|study),0.6371866041364682,0.5145271337706434,0.5712560398190427,0.5874314216837857,0.5758568689535558,0.57497548204676,0.24224545341212633,0.04799046626968058,0.038064200410171625,0.014012651143971946,0.02578401589790147,0.01690570679772085,0.017028253942714955,0.004318383252465178
diagnosis ~ sd + range + median + coef_var + se + (1|study),0.6826668969547096,0.5078120037226264,0.5837689258315588,0.6239832589112917,0.5952394503386681,0.5947855149937841,0.2341684082178924,0.05531648596314161,0.03177837400450449,0.014138807732680373,0.045137987676742465,0.022447390523512505,0.02162631392191593,0.009446632092396797
diagnosis ~ sd + range + median + coef_var + Gender + (1|study),0.6414986283602954,0.4994354276129797,0.5650786526785972,0.5837426404055022,0.5704670279866375,0.5698711615064429,0.2414041450521446,0.04567344579018149,0.031726478739223046,0.008101007795906855,0.021099031631686554,0.00969355918668066,0.009628140756299117,0.003382686201099283
diagnosis ~ sd + range + median + se + Gender + (1|study),0.6301078294840795,0.5380251569639277,0.5834305357989569,0.592459090450095,0.5840664932240036,0.5826999834238813,0.24351600562689774,0.05293387437262911,0.054257058122259394,0.020428189486515393,0.028839876112021778,0.021200493561057125,0.02138642887141439,0.004779556684677494
diagnosis ~ sd + range + mean_abs + coef_var + se + (1|study),0.676589618031231,0.5223016321233804,0.5890360012543189,0.6253503629856597,0.5994456250773056,0.5993288243031891,0.23152980644341253,0.058819305405190064,0.036368370591063445,0.021128186591351353,0.05293108633536987,0.03033931545036638,0.029397499467229565,0.00978343285454434
diagnosis ~ sd + range + mean_abs + coef_var + Gender + (1|study),0.6564107711851548,0.4992020801918393,0.5702398507161369,0.5955159190316346,0.577806425688497,0.5774506228147832,0.24098796889358057,0.04928589311911593,0.02999011271510818,0.00682617856656072,0.027822307712124593,0.013301368881792468,0.012774220461848134,0.005676275664285209
diagnosis ~ sd + range + mean_abs + se + Gender + (1|study),0.6482003534221987,0.46735798376564514,0.5491417521898558,0.5835679964061198,0.557779168593922,0.55703117893057,0.24681258521607236,0.07038883697133916,0.03426476144300354,0.015416213364702539,0.0465561636681769,0.025052948952516415,0.024627788932982547,0.008939855705881893
diagnosis ~ sd + range + coef_var + se + Gender + (1|study),0.6655947141630375,0.5342609959640627,0.5915390672465249,0.6191668066350994,0.5999278550635502,0.5992681331314096,0.2339258429649169,0.05137242286061025,0.0326951564632621,0.009632764354161518,0.030394058145969193,0.015263118293747283,0.015062504005156963,0.006213081529591948
diagnosis ~ sd + iqr + median + mean_abs + coef_var + (1|study),0.7474550665925225,0.42744257603626756,0.570514651576749,0.6327759252166366,0.587448821314395,0.5880495930859624,0.23989439357532968,0.04185705515824146,0.033816448933780975,0.004173079991089434,0.02921033363519478,0.009864914519204824,0.008249484395571842,0.0044391223695244815
diagnosis ~ sd + iqr + median + mean_abs + se + (1|study),0.6617766154195063,0.5182270134569615,0.5851052233958847,0.6101908065622624,0.5900018144382339,0.58944564617749,0.2392166437296674,0.06319831882617358,0.060258123202262814,0.031046696268190076,0.04806709077955211,0.03435588302417612,0.03393140260519413,0.00916915910661781
diagnosis ~ sd + iqr + median + mean_abs + Gender + (1|study),0.6929200147212169,0.4708663280789374,0.572814246360978,0.6029727451704195,0.5818931714000771,0.5819277779710947,0.24330011259426432,0.035598520984798335,0.04277858103163781,0.013181207418507911,0.010004813268500331,0.00803257892987164,0.009070151347248406,0.0029409708919368067
diagnosis ~ sd + iqr + median + coef_var + se + (1|study),0.6796562456619221,0.4876578055933977,0.5721867606078133,0.611972456972457,0.5836570256276599,0.5834240898137791,0.2338277905187688,0.05660273484910631,0.028898902218273712,0.01607255827358112,0.04857368312183359,0.026203913133241746,0.025226110616100063,0.00881036277228498
diagnosis ~ sd + iqr + median + coef_var + Gender + (1|study),0.6607989084992429,0.4378128045991348,0.541306735727118,0.5692222718184267,0.5493058565491888,0.550163085460812,0.2425485433812828,0.05281440999820637,0.017995977076749,0.01570767666274096,0.028314708263253097,0.01868535378705601,0.019707463795251037,0.0024575763659922265
diagnosis ~ sd + iqr + median + se + Gender + (1|study),0.6331690193845498,0.533240267673303,0.5802021241097899,0.5938516111837346,0.5832046435289264,0.5818262827027756,0.24320175164948102,0.05647167511727291,0.04994123857596368,0.01965855786866429,0.029845750979777597,0.022075049600206374,0.022540105274561892,0.0041680478552581215
diagnosis ~ sd + iqr + mean_abs + coef_var + se + (1|study),0.6972037909958452,0.5042545260082368,0.5894095278859052,0.6303197998479305,0.600729158502041,0.6008244155715585,0.23072520443076402,0.055087320839180165,0.046517562363431776,0.01997724165066511,0.04656601349210649,0.027157365861488498,0.02617014265458046,0.008423578044915649
diagnosis ~ sd + iqr + mean_abs + coef_var + Gender + (1|study),0.6715668199185167,0.46247806182253154,0.5594241782658766,0.5864394334906776,0.5670224408705241,0.5676494408091163,0.24053555414998376,0.0458469450932116,0.03595317334648196,0.008153387234087999,0.015529468435141061,0.006888474891436411,0.008170886005777206,0.003021785067397095
diagnosis ~ sd + iqr + mean_abs + se + Gender + (1|study),0.6561676067853188,0.46452481893109737,0.5505562622739463,0.5927381365541208,0.5603462128582081,0.559298123182247,0.24624860328452744,0.07768639221914507,0.042886353454594434,0.016202897146965458,0.04836774847695138,0.025063597285062286,0.02467448197318858,0.009777761689981759
diagnosis ~ sd + iqr + coef_var + se + Gender + (1|study),0.6641358286495543,0.5311104165212127,0.5900913328435954,0.616405174654988,0.5976231225853835,0.5971092536909989,0.23333073951902664,0.05167891936102754,0.03641341980383213,0.0118241353615814,0.032007970674704164,0.016914210262191885,0.016490636825169804,0.0055455787458226664
diagnosis ~ sd + median + mean_abs + coef_var + se + (1|study),0.6946485975296766,0.4863640628904221,0.5770158983598659,0.626162638623513,0.5905063302100493,0.5902317413548248,0.23380688039898861,0.0616855904728146,0.03392892916934655,0.014950199577775915,0.052085694988666685,0.02590380484522405,0.024853203264520386,0.009316656776642118
diagnosis ~ sd + median + mean_abs + coef_var + Gender + (1|study),0.7188502398654429,0.42918912868528464,0.5613642549902987,0.6090268720527409,0.5740196842753638,0.5750892542333208,0.24101453797923236,0.048292466907441454,0.037821317384533745,0.010279007026442044,0.020359427849989654,0.008854318242267917,0.010536284114934976,0.0026638613099968966
diagnosis ~ sd + median + mean_abs + se + Gender + (1|study),0.6670734993478759,0.5329182647962764,0.5949774851915456,0.6143148291174279,0.5999958820720761,0.5992654748619649,0.23778256417339616,0.04920598257430598,0.05396920957010606,0.024207444308323625,0.03409069706696731,0.02640369208672395,0.02638389602615814,0.005629214122402524
diagnosis ~ sd + median + coef_var + se + Gender + (1|study),0.6651897949441014,0.5220421216320223,0.5871632902941031,0.6090510917613722,0.5936159582880618,0.5931872559478802,0.23386095237658153,0.04524073825608845,0.04237947861092516,0.016157221206075392,0.02875969001258681,0.01898112926634389,0.01889047752082798,0.005182544080669782
diagnosis ~ sd + mean_abs + coef_var + se + Gender + (1|study),0.6669958275761323,0.5232490226532103,0.5877415667486685,0.6134702065004429,0.5951224251146712,0.5948339903458171,0.2337143108565065,0.04905718335064263,0.03807422824171769,0.012571605108340891,0.032803513814124906,0.018049909871336242,0.017330617898600256,0.006628387894711682
diagnosis ~ range + iqr + median + mean_abs + coef_var + (1|study),0.734169228822916,0.4486075101345663,0.5754757516973343,0.6292469857859293,0.5913883694787412,0.5918669708091563,0.24156076475938443,0.03800347799617835,0.03381233879935524,0.011680865950678397,0.029741005415855573,0.016458462893312355,0.015678438045161947,0.00437668536958255
diagnosis ~ range + iqr + median + mean_abs + se + (1|study),0.6439902387193832,0.5545588590814303,0.5962334471463044,0.6154542957359859,0.5992745489004068,0.5984939288849982,0.24080863579022488,0.06289299676210154,0.05136879985152963,0.032159920054533844,0.05030715055795748,0.03477234524145468,0.034412944939152236,0.010247259108845058
diagnosis ~ range + iqr + median + mean_abs + Gender + (1|study),0.6665460344721831,0.49861529528366555,0.577502167528248,0.5961430930217145,0.5825806648779243,0.5819078317369946,0.24291803710396942,0.03875899234606126,0.049309209023804125,0.015604448498096696,0.014687625449027393,0.011204299726247218,0.011847595298012813,0.0028226995679121927
diagnosis ~ range + iqr + median + coef_var + se + (1|study),0.6796669798826177,0.5063176650582052,0.5818395572751149,0.6204485921452232,0.5929923224704114,0.5925326069090799,0.23388046726937098,0.05447746270998635,0.030152949741171994,0.01303601669911526,0.04378927463224301,0.021777829446124827,0.020942195340718627,0.009450744371904006
diagnosis ~ range + iqr + median + coef_var + Gender + (1|study),0.6478175079578509,0.46333316934827784,0.5522473785899074,0.5638518615897765,0.5555753386530643,0.5556177767758917,0.2450303039856088,0.03153783062064971,0.039509583220185183,0.01839369286087776,0.016849765330014012,0.016234680225944098,0.016976254296618705,0.0030508269556914157
