model,SEN,SPE,PPV,NPV,AUC,ACC,BRIER,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE,BRIER_SE
diagnosis ~ mean + sd + median + se + Gender,0.6472775938074039,0.5198505566091733,0.583824401791484,0.5931700941384511,0.5835640752082887,0.5827689180434097,0.23845473199567516,0.04707927370107193,0.06309642842105213,0.0201973630982528,0.014600403172951484,0.013232702064858189,0.013397951216128367,0.003069193781759513
diagnosis ~ mean + sd + mean_abs + coef_var + se,0.6910513725274974,0.5002144725756114,0.5824962600250511,0.629508797738915,0.5956329225515544,0.5955631029330419,0.23259623920385142,0.0673865559980118,0.0404991558641042,0.011119791086375896,0.04598200221416866,0.02243267815417005,0.02144676853437308,0.008363471277615012
diagnosis ~ mean + sd + mean_abs + coef_var + Gender,0.7142628536239698,0.4397924147967194,0.5649962954792676,0.6109549680757013,0.5770276342103445,0.5780884309747414,0.2407212630080012,0.05196856385492577,0.043749088701765616,0.012044524710658684,0.020741215955930585,0.010408896881642002,0.012211011800870863,0.0021644330157964964
diagnosis ~ mean + sd + mean_abs + se + Gender,0.6743499642461671,0.5195929385716123,0.5915553310269899,0.6157956297472487,0.5969714514088897,0.5963004075676945,0.236543104113559,0.05244151037290602,0.05669202090048383,0.016795805719393382,0.025309444850269217,0.015808533111068522,0.01564362189849557,0.004269574663095288
diagnosis ~ mean + sd + coef_var + se + Gender,0.6689420103904028,0.5102961868256891,0.5811648323179555,0.6116760833506116,0.589619098608046,0.589367464349222,0.233237531925069,0.06292778993029362,0.04718875918680899,0.010011175582146014,0.02115067626263842,0.011356047076860774,0.012218778991331117,0.004184005980801808
diagnosis ~ mean + range + iqr + median + mean_abs,0.6859409805508835,0.5004133996992448,0.5841407223620377,0.622578044375645,0.5931771901250641,0.5926784849000791,0.2426489337612853,0.05558736502370902,0.04985752843704354,0.016875239480815558,0.04101446169558526,0.019902881255995174,0.01934769111641014,0.0054847300897123
diagnosis ~ mean + range + iqr + median + coef_var,0.7330151487698422,0.44106088889341644,0.571267262063097,0.6249182018204443,0.5870380188316293,0.587380389997707,0.2426058921671528,0.03700810590402882,0.02682423608889363,0.004350785309751295,0.026239187099003917,0.00937802307834715,0.008326378621293512,0.0037040102463210094
diagnosis ~ mean + range + iqr + median + se,0.6139148187127329,0.5770499974698265,0.5970497998307075,0.6011083539989098,0.5954824080912797,0.594968952072362,0.2422994930334996,0.053988372077208496,0.04159641664035089,0.02624945137298132,0.04401596874549303,0.03076411499503407,0.030424449877428882,0.009064002436065272
diagnosis ~ mean + range + iqr + median + Gender,0.6398498813182592,0.5088822878002324,0.5727108834749963,0.5800872026990713,0.5743660845592458,0.5737675570404882,0.24423904706440688,0.026861625288247128,0.04590443144577498,0.017473300281496885,0.012131177692355395,0.01312173033263741,0.01339073494475998,0.001377101214807009
diagnosis ~ mean + range + iqr + mean_abs + coef_var,0.7179447518538725,0.4592397876443224,0.5744034668331102,0.6190139363351677,0.5885922697490975,0.5888904082694544,0.24046973958532397,0.033043598516170516,0.026791034012380723,0.011463592437909965,0.028343252819229343,0.016246911315272207,0.015609577983289408,0.004361147880386227
diagnosis ~ mean + range + iqr + mean_abs + se,0.6485208213615834,0.5453080065868987,0.5928618315339816,0.6120643666005582,0.596914413974241,0.5963924228711025,0.23902685867962706,0.055137117215986055,0.045701721264778054,0.02771174159494794,0.04895094464875021,0.03261563337845958,0.03202121934991255,0.009086971282884977
diagnosis ~ mean + range + iqr + mean_abs + Gender,0.6623727329003057,0.5061728695670322,0.5812659134569458,0.5933322833322834,0.584272801233669,0.5835714632631818,0.24106519885332395,0.029355781482196138,0.05485764901404711,0.020748212221779715,0.013353443901569019,0.016009172807699187,0.016424132784901898,0.0018830075203003533
diagnosis ~ mean + range + iqr + coef_var + se,0.6852015904806026,0.5033298159367137,0.5810017918179384,0.6243941921981869,0.5942657032086581,0.5940391803894857,0.23305542341367622,0.06118473006368444,0.027047880197635495,0.011382556402459417,0.04423365996619262,0.02286238618348921,0.02203460929225811,0.008231391723367927
diagnosis ~ mean + range + iqr + coef_var + Gender,0.6601438183802142,0.5149157038135056,0.5834606076270589,0.5956305462408137,0.5875297610968598,0.5873534930824283,0.2421056190207428,0.01598068530655483,0.0436250760793464,0.02032304801657726,0.010849286766314683,0.01571406015275152,0.016277220736503648,0.002457683246929112
diagnosis ~ mean + range + iqr + se + Gender,0.6415942678454402,0.5528394178000477,0.5956738772555811,0.6053822670744069,0.5972168428227439,0.5962610892313844,0.23900944267811716,0.04178776461504173,0.04569515309126078,0.016035578686032417,0.02030829362014593,0.014042292396286639,0.014342320260735487,0.004606649935187618
diagnosis ~ mean + range + median + mean_abs + coef_var,0.7394322000794171,0.433212116905443,0.568686244360632,0.6333574170450542,0.5863221584924301,0.5865950667950084,0.24296762315570716,0.05212996924500514,0.02875627588755161,0.009914929259092688,0.04190583990669297,0.019571641606748853,0.018607667545046357,0.004509196901784133
diagnosis ~ mean + range + median + mean_abs + se,0.6501859673469849,0.5409370760354808,0.590270787452021,0.6140446774321013,0.5955615216912329,0.5948885125092283,0.23862819768687105,0.058742130179987376,0.04337986072570858,0.02535367576505378,0.050514907639926485,0.031206811846890985,0.030599763955108883,0.00897176596506303
diagnosis ~ mean + range + median + mean_abs + Gender,0.6905480445155396,0.49064540625268394,0.5828080678371564,0.6062610467517444,0.5905967253841118,0.5904042650784006,0.2420927492837848,0.021154949481714227,0.04838316076239364,0.019907780910119594,0.014380129514100502,0.016704008307263932,0.01713665286222385,0.0016913806126932238
diagnosis ~ mean + range + median + coef_var + se,0.6896945327304952,0.4972918240778263,0.5798171505400421,0.6254667216939023,0.5934931784041607,0.5933042188336286,0.23330013795850263,0.06196131257438578,0.02947866898825572,0.011723146355836378,0.04517671819785286,0.023020742315509626,0.022152058411581233,0.008324479660740463
diagnosis ~ mean + range + median + coef_var + Gender,0.6663963506070888,0.4982147742087286,0.5776857376433645,0.591847351253,0.58230556240790865,0.5820813960746215,0.24348643288414673,0.018254593117056742,0.046088092174631654,0.019393322839704498,0.01283596729353817,0.015610782507309635,0.015912071338006248,0.0014655895914835874
diagnosis ~ mean + range + median + se + Gender,0.6357232493938797,0.5433499463445868,0.5877051916846525,0.5986193738726533,0.5895365978692332,0.5887472593445687,0.24000602924688755,0.04213058282131606,0.04228988621598593,0.011709179890447872,0.020943754815180526,0.010514833934932476,0.010455917149188995,0.0035930885825719676
diagnosis ~ mean + range + mean_abs + coef_var + se,0.6957607092010835,0.5020360732337381,0.5859288537643547,0.6329531169799626,0.5988983912174107,0.5986163450538867,0.23283088509694058,0.062498003199017244,0.039723295892363154,0.01055555607169605,0.04465844671457158,0.0206227331810037,0.019632752731976517,0.008694452004705396
diagnosis ~ mean + range + mean_abs + coef_var + Gender,0.6814452790816672,0.48910764053581374,0.5789689431133429,0.5982854585840288,0.5852764598087404,0.5851175480735568,0.24125606723814916,0.020129864281949236,0.04866413442147646,0.020029867961047533,0.015122278013893126,0.016894418630303987,0.017180068051226353,0.0015382872823612988
diagnosis ~ mean + range + mean_abs + se + Gender,0.6656565872603363,0.5483744277397782,0.6020806206652078,0.6230903811252269,0.6070155075000573,0.6061379102041431,0.23687921114691599,0.04886228649829327,0.048123202730942165,0.015756470374968808,0.02609790441938994,0.01490793728755544,0.014896943495626399,0.005159915956966721
diagnosis ~ mean + range + coef_var + se + Gender,0.6811369728932679,0.5211923146333224,0.5937801546741519,0.6206093758029869,0.6011646437632951,0.6007659966819057,0.23320042832988527,0.04694914940022521,0.04857272691334471,0.014753987181859341,0.01739257834182464,0.010563886725170647,0.011343265097964116,0.004853332104877907
diagnosis ~ mean + iqr + median + mean_abs + coef_var,0.7506799483143238,0.4439048866801151,0.5789860808704814,0.6390441246921303,0.5972924174972195,0.5979760522217954,0.23956277913943172,0.026000646255841708,0.02709556730478286,0.009508138783278577,0.02594692424597582,0.012740518083135836,0.01174556037934953,0.003720875378368378
diagnosis ~ mean + iqr + median + mean_abs + se,0.6389081854889478,0.4818256688126347,0.5564279415430311,0.57643998693305,0.5603669271507913,0.5599775849987716,0.24146086694465718,0.06520134829073489,0.055650608103701336,0.022736833739636506,0.04251169351474414,0.02877084544980678,0.02817522024949224,0.00748422320831718
diagnosis ~ mean + iqr + median + mean_abs + Gender,0.6826192638503731,0.4692010681224564,0.5692808585737203,0.5908089509828809,0.5759101659864148,0.5760601035012386,0.24175877010463326,0.026206210932069398,0.045675544671323474,0.01692690837505844,0.013743298869185802,0.013775561970220356,0.014099016444147116,0.002825003517845804
diagnosis ~ mean + iqr + median + coef_var + se,0.6804891213112214,0.4971517079581865,0.5766695118642292,0.6166992929152034,0.5888204146347039,0.5887323852553775,0.2319865480874116,0.06070894304684712,0.0324867878925734,0.014398320899153513,0.04152444377225549,0.02319673946083794,0.022536681338569724,0.008198472999747741
diagnosis ~ mean + iqr + median + coef_var + Gender,0.7072123218765032,0.47003922638476475,0.5764426241048708,0.6112592537555939,0.588625774130634,0.5896486415632153,0.24315550416183476,0.020544916022976523,0.03176257374909972,0.022001197870801372,0.026133478621841774,0.02261773307650001,0.023554207789960285,0.0024398538564322056
diagnosis ~ mean + iqr + median + se + Gender,0.5876835208728132,0.4781887535901754,0.5328540943265874,0.5390877098327944,0.5475921519449836,0.5321537832440306,0.2453720433184636,0.06276165564038413,0.05028531457641718,0.014842806911491481,0.026889307343147786,0.006581809168078626,0.018195921483263808,0.002863022094761675
diagnosis ~ mean + iqr + mean_abs + coef_var + se,0.6865818357212267,0.5030694234045269,0.5827259014717187,0.6251842561609781,0.5948256295628768,0.5948422434917399,0.23108364191101477,0.062164499034627375,0.03829261807378944,0.012239469551612809,0.044164126784536885,0.02227796904366142,0.02130908597375183,0.008372588234980532
diagnosis ~ mean + iqr + mean_abs + coef_var + Gender,0.7076853791843284,0.4762814293301848,0.5806195487640724,0.6156424869307409,0.5919834042572566,0.592676926403546,0.24079375013621587,0.023850154732131063,0.03802977910568182,0.01597255348251474,0.01349883652481316,0.012923924264203433,0.013597969526593647,0.0022756405445593063
diagnosis ~ mean + iqr + mean_abs + se + Gender,0.6577094656052971,0.48731850146480893,0.56732590307673,0.5880874780113091,0.572513983535053,0.5721989899235586,0.24123605105761592,0.049022916782919944,0.04604364901238647,0.008955425599866031,0.02342945002628014,0.011523605330714776,0.010735947103878766,0.003930334213999937
diagnosis ~ mean + iqr + coef_var + se + Gender,0.6690746950432113,0.5177362591911346,0.5859938985206555,0.6130561276089093,0.593405477117173,0.5931839382026157,0.23275749917967156,0.05632561101026791,0.046242334686216635,0.010840178113028709,0.021059864548102096,0.011452001889967695,0.012026000555141029,0.0044222880277766516
diagnosis ~ mean + median + mean_abs + coef_var + se,0.6927348544584949,0.4956301792464324,0.5823792277512008,0.6275237482612136,0.5941825168524636,0.5940909026901143,0.2319128140433963,0.06346025794985762,0.044276059681272344,0.011355874860262563,0.04689958422447986,0.021683620845172447,0.020423072005209084,0.008820459887142348
diagnosis ~ mean + median + mean_abs + coef_var + Gender,0.7226117569578734,0.47324390847281794,0.584520757020757,0.624453162903969,0.5979278327153457,0.5986552677047049,0.24206850846456782,0.01560629353563441,0.03919148704822674,0.016920078663406828,0.010933541291681658,0.01423366169828359,0.014972467538688502,0.002171993314838819
diagnosis ~ mean + median + mean_abs + se + Gender,0.6604984259839164,0.487587913175048,0.5687565950603448,0.5892878365795965,0.5740431695794822,0.573713364614987,0.23978916079334048,0.0482171552211074,0.04801643099934645,0.011401381808339559,0.02022344948660744,0.01100822705603315,0.010656593641368345,0.003220063364193386
diagnosis ~ mean + median + coef_var + se + Gender,0.68100838923737,0.51319080464568,0.5879463345451227,0.6207598998651569,0.597099596941525,0.5969123594264252,0.23278310757355805,0.0590518357780773,0.04789572244570766,0.011673495245525668,0.023902182219546656,0.013480997213740825,0.013993003077101118,0.004595385045250032
diagnosis ~ mean + mean_abs + coef_var + se + Gender,0.6947225466252579,0.5069882811144457,0.5902950719581196,0.6288106790529221,0.6008554138698518,0.6007832186989791,0.2325207232340635,0.05765995993140842,0.048379923176315565,0.010578061442758663,0.025389416253362107,0.01230907994048823,0.012323015886147384,0.005396564767911837
diagnosis ~ sd + range + iqr + median + mean_abs,0.6547493529201923,0.5210260602896855,0.5803743281787589,0.610106976005085,0.5878877066049388,0.5873774116885261,0.24286377824435665,0.05971072737239726,0.036428626588800944,0.022859729694680746,0.05488823142015782,0.03145832826493081,0.0306297863968496,0.007018189847822187
diagnosis ~ sd + range + iqr + median + coef_var,0.6687484160971342,0.5166488974779513,0.5825514820450786,0.6132260878489327,0.5926986567875427,0.5924867946755784,0.23982693005440528,0.047895790645687,0.019190759174290997,0.01456213584504253,0.03938446216312541,0.02280856716277135,0.022118079681126862,0.007138458524659485
diagnosis ~ sd + range + iqr + median + se,0.6018146684336432,0.5629952441849284,0.5834817568896853,0.585950851841941,0.592911307248995,0.5819696294704072,0.24347892486438422,0.05201449229765244,0.041101209201410936,0.031724910817454294,0.04593405223789694,0.02909223685971973,0.035894777510443385,0.008811928021282264
diagnosis ~ sd + range + iqr + median + Gender,0.6356613762965808,0.4961312695399996,0.562290266064496,0.5756602137547374,0.5658963229182903,0.5652201782221765,0.2491618136619976,0.03880665338356342,0.03579305424035205,0.011393423518785676,0.01964144927295837,0.01165932901672489,0.011620828107085049,0.0025287091577873987
diagnosis ~ sd + range + iqr + mean_abs + coef_var,0.6748329285133186,0.5179903532064172,0.5863016078812342,0.6163286641173916,0.5964116408598679,0.5964407614788846,0.23618626519185837,0.04363170326122756,0.022634071412949524,0.013689861539822382,0.04124447573952498,0.02365414337773116,0.022680978444956094,0.006990789351776195
diagnosis ~ sd + range + iqr + mean_abs + se,0.707497681650455,0.47322505433247275,0.573745540822508,0.631835333956295,0.5903613679914639,0.5901592911472858,0.2394681668990548,0.06623202138777008,0.02826955726267613,0.012105410416434228,0.04441673610036861,0.021545009774602598,0.021015663995900394,0.00727928308985817
diagnosis ~ sd + range + iqr + mean_abs + Gender,0.6459107612983725,0.40288431492054466,0.5185801223525398,0.5479283582089552,0.5457066247796224,0.5242135653865815,0.2533068781385266,0.07353646770898552,0.03347197509024473,0.019967994121657017,0.05019080865392407,0.019396836864930652,0.027054921166760785,0.006643022604865227
diagnosis ~ sd + range + iqr + coef_var + se,0.684830810925984,0.5194792878178732,0.5916892387780827,0.6220821286912782,0.6021550493719287,0.6024134468050705,0.23177371177407116,0.03591137141552671,0.02604247142460813,0.010567527861956522,0.032137592574134136,0.018020177195531603,0.01700340539122189,0.00834696976276239
diagnosis ~ sd + range + iqr + coef_var + Gender,0.6531275170940447,0.49732277418653265,0.5670142127463911,0.5919057939205786,0.5752251456402886,0.5749811331726462,0.24086700482795456,0.048383437173573705,0.022466596490952985,0.012885243245284207,0.028656399637186164,0.01771950794038987,0.01754385989998723,0.004662432880720654
diagnosis ~ sd + range + iqr + se + Gender,0.6339425541634249,0.4946497225381143,0.5555495616314773,0.5907744186813955,0.5642961383507696,0.5632387899099734,0.24891135187418897,0.0840348600280419,0.05142488882335042,0.03167192228482517,0.05874715317204216,0.03807315202656928,0.03818664026505643,0.007074557363248892
diagnosis ~ sd + range + median + mean_abs + coef_var,0.6840092697663007,0.5123600878264203,0.5864144035358199,0.6242200314266166,0.5981846787963605,0.5979102326556986,0.2381759861436463,0.05033711479958098,0.025101991845557576,0.011722723013605973,0.0429792731641927,0.021728324687938515,0.020770245451292055,0.007054369764752797
diagnosis ~ sd + range + median + mean_abs + se,0.652847307526545,0.5256500330330501,0.5845100288694491,0.6053312454428004,0.5892486702797975,0.588696389513419,0.23841201435533874,0.057166224250753385,0.05198934069640416,0.030553538085865254,0.047769599321959504,0.034889920243278846,0.03444888202601224,0.008905613026130552
diagnosis ~ sd + range + median + mean_abs + Gender,0.6490742289520495,0.5011069198297768,0.5697025507201711,0.5883386770654636,0.5750905743909132,0.5743403273071597,0.24087910145885122,0.042334620358158666,0.03618972399469496,0.009020196024244491,0.019568565718141553,0.009229212501363446,0.009321415940456424,0.0035218609114433972
diagnosis ~ sd + range + median + coef_var + se,0.6776347871073132,0.5109055735124712,0.5828965744916642,0.620450937950938,0.5942701803098922,0.5939710128955066,0.23374958894225759,0.05701873931083495,0.029924703549804015,0.010325766266452471,0.038852211090223486,0.01963009881900308,0.018910024071892236,0.00837324098916373
diagnosis ~ sd + range + median + coef_var + Gender,0.6472599993704743,0.505694828284043,0.5711447244079737,0.5902161568661368,0.5764774138272586,0.5758810150838025,0.2399456363253762,0.04677859587638355,0.038018663143536004,0.008631988254629583,0.01797087897905418,0.007588778506245616,0.007914236954605117,0.0028773275183229916
diagnosis ~ sd + range + median + se + Gender,0.6311481610988614,0.5377829477241317,0.5839219173142328,0.5929386526776518,0.5844655544114965,0.5833930857218869,0.2422450114531346,0.04864342555063196,0.050862323899459265,0.015901226310903772,0.02051059748983272,0.013497539668172413,0.013863138138161537,0.004070366212997553
diagnosis ~ sd + range + mean_abs + coef_var + se,0.6955415505137899,0.5259248612193648,0.5999424570127178,0.6356758344942123,0.6107332058665773,0.6108127364487514,0.23102701134580048,0.04411797053654085,0.038818228592528946,0.013263925318018075,0.03609509179183653,0.01837763147115819,0.017256269326205102,0.00833191643976458
diagnosis ~ sd + range + mean_abs + coef_var + Gender,0.6592524341661367,0.4989996828794053,0.5703755789961676,0.598264816716624,0.579126058522771,0.5788009150731306,0.23924793032577135,0.05217197497914797,0.028285393074103972,0.00946060077500523,0.028570592217457315,0.015408683362531286,0.015114832649611358,0.005066179216779029
diagnosis ~ sd + range + mean_abs + se + Gender,0.6599075141966122,0.46839592220515835,0.5532734029779391,0.5946984106435101,0.5641517182008853,0.5634667445158476,0.24465823851750096,0.077069184211514985,0.04049968928566954,0.022312924203275634,0.05504015684460674,0.032613896844064655,0.03222418140090713,0.00793113923967686
diagnosis ~ sd + range + coef_var + se + Gender,0.6618019629096357,0.5265939657971898,0.5860893973451684,0.6133905008243562,0.5941979643534127,0.5939105806649682,0.23310123617295692,0.05791947129093717,0.03891932039313938,0.008576191707813284,0.024561516408593626,0.012898272700455663,0.013089836442836435,0.0050987956184037325
diagnosis ~ sd + iqr + median + mean_abs + coef_var,0.7609266598494949,0.4257394504396994,0.5739736979485379,0.6437636335598382,0.5933330551445972,0.5940994099281912,0.23878801782404938,0.03673079965730645,0.027585279564463622,0.0032658690035340114,0.02963873117530898,0.0097503482220921,0.008026229227727078,0.003869315516236822
diagnosis ~ sd + iqr + median + mean_abs + se,0.6631607296203152,0.5105997952174504,0.5822734225076582,0.6025184592589138,0.5868802624188828,0.5865002758742526,0.23824298382971582,0.05256376631848185,0.05747492630937767,0.030439281786020008,0.045950059318861765,0.03445668895067414,0.03392790307354464,0.008273437680306455
diagnosis ~ sd + iqr + median + mean_abs + Gender,0.6826815051798668,0.4677763734141796,0.5681380819822581,0.5912631578947368,0.5752289392970232,0.5752455403044661,0.24237840207732034,0.02901661807520798,0.04291256784484859,0.015392937461282893,0.01365949184455716,0.012116990975405693,0.012499311744663462,0.002817986634638756
diagnosis ~ sd + iqr + median + coef_var + se,0.6820291843687148,0.4912412103389099,0.5739521124498045,0.6166427827996508,0.5866351973538123,0.586468104122232,0.2334583751700239,0.06306498991168176,0.03172320895179492,0.012776768960728614,0.04189868804957007,0.02201275666716499,0.021330822541951053,0.007910275469190984
diagnosis ~ sd + iqr + median + coef_var + Gender,0.6589195320848278,0.461209562879614,0.551902745992354,0.5827171886607754,0.5600645474822209,0.560741784609068,0.24153207372447516,0.06974745349183765,0.04756955311906457,0.01216951412617682,0.024018292413800737,0.014344471629952643,0.015904239884301227,0.0020316633833771104
diagnosis ~ sd + iqr + median + se + Gender,0.6147053527038937,0.5397328708292203,0.5790891136377245,0.584435059985779,0.5772191117665569,0.5757993952529146,0.24210669713216507,0.05863009123991153,0.05887431209261514,0.014778070305730844,0.019184572585413597,0.011624232689789652,0.012341334785768633,0.003650557315748889
diagnosis ~ sd + iqr + mean_abs + coef_var + se,0.7103397128636318,0.4970458547766569,0.5912897452084029,0.6304386660616286,0.6036927838201444,0.6040712953102075,0.2307337594741202,0.03429042730913581,0.039445348869776624,0.014494369967654679,0.032749763376672555,0.018535774705751906,0.017270159756848678,0.007233584908196804
diagnosis ~ sd + iqr + mean_abs + coef_var + Gender,0.6846811321051663,0.46581466905952335,0.5671560760679626,0.5984019396904019,0.5752479005823449,0.575960677823213,0.23935142660052597,0.05076477959591644,0.046584260693652076,0.011046943818170006,0.014613096179751428,0.0070390095164703705,0.008640063147399565,0.0023467431016126676
diagnosis ~ sd + iqr + mean_abs + se + Gender,0.6663602739405404,0.46254147351835984,0.5546941998646758,0.5970479274978303,0.5644508737294501,0.5635578462512815,0.24431482091787465,0.07701909658324747,0.050118379896459876,0.018274950301207047,0.05006013022951759,0.027531050279646165,0.02697254961002137,0.008869926795290898
diagnosis ~ sd + iqr + coef_var + se + Gender,0.6587398045080498,0.5313273944240609,0.587425485004582,0.6146386946386946,0.5950335994660554,0.5947022707187809,0.2327383199771733,0.06260055091554866,0.042233582676130456,0.007420234601797604,0.023887126230008635,0.011679769449520757,0.012074887358446076,0.00454609063762426
diagnosis ~ sd + median + mean_abs + coef_var + se,0.6927455886791904,0.49274359503774595,0.5803399523796743,0.6268282508711904,0.5927445918584682,0.5926038894564907,0.23321899325414355,0.06522980336331635,0.04277739010164962,0.011448034138826542,0.047846481270583475,0.022519327615376665,0.02135434540773879,0.008276229437682149
diagnosis ~ sd + median + mean_abs + coef_var + Gender,0.712891778878282,0.43829085830523434,0.5634797927033667,0.6073685261483387,0.5755913185917582,0.5766328029712412,0.24015071037119173,0.046871288968033525,0.03803553595534916,0.011250584883029746,0.01789052991641701,0.0094861783318928,0.011318434565900013,0.002406611747963079
diagnosis ~ sd + median + mean_abs + se + Gender,0.6816517665460344,0.5269941721533333,0.5971893837603814,0.6259265510794563,0.6043229693496839,0.603760045029009,0.23685874782343286,0.05605079655472368,0.05485537578991473,0.018671825360096928,0.0308332218689803,0.02031843617398152,0.020285714726665044,0.004686132882480418
diagnosis ~ sd + median + coef_var + se + Gender,0.6644929735244078,0.517781487594572,0.583068795607769,0.6117357900207521,0.5911372305594899,0.5908485675157185,0.23344458104800955,0.06235503651089394,0.04545209344855969,0.010216453073215982,0.02328336930013368,0.012972073681012455,0.013590605318031064,0.004381860735368481
diagnosis ~ sd + mean_abs + coef_var + se + Gender,0.6796486489812983,0.5264420560048718,0.5919172060518154,0.6284757672493353,0.603045352493085,0.602976664370527,0.23286050630275834,0.06263811845960704,0.038899360671805994,0.007823168251665076,0.027513767201011056,0.014431021167779128,0.014546475263079013,0.005678753662563047
diagnosis ~ range + iqr + median + mean_abs + coef_var,0.7311712487530548,0.45454881292626276,0.5774390377877273,0.6255448073867131,0.5928600308396588,0.5934389167698455,0.24039705219129068,0.024732203770632476,0.028795045681404022,0.012285293794247391,0.02620899450130708,0.015870215008992664,0.015065591499420132,0.004005012340615541
diagnosis ~ range + iqr + median + mean_abs + se,0.6484652132558748,0.5360481349143149,0.5881594534812704,0.6081625949561333,0.5922566740850949,0.5917841319178189,0.23916611117459471,0.05647221652595017,0.04824420455997023,0.028733312132295963,0.04967202904101604,0.03353497217694323,0.032921703492504,0.00928827768311387
diagnosis ~ range + iqr + median + mean_abs + Gender,0.667995154266086,0.4863161014027265,0.5716275156086188,0.5904542898215283,0.5771556278344062,0.5766526929559331,0.24190222162389122,0.033886747016707644,0.04549099928064062,0.014881953545885195,0.012150562991615417,0.010361884270558409,0.010973743894982069,0.0027789759976861645
diagnosis ~ range + iqr + median + coef_var + se,0.6853266734085105,0.4958671293695495,0.5778256367372401,0.6218162151160153,0.59059690138903,0.5902708618483888,0.23342293572721284,0.06128081927411469,0.030184227369867558,0.010182991791611464,0.04372786367901028,0.021083088246291508,0.020218287944147668,0.008378499356127703
diagnosis ~ range + iqr + median + coef_var + Gender,0.6611971894501173,0.47260025884792545,0.563031283077107,0.576385233689324,0.5668987241490214,0.5670053220474521,0.24396494420885412,0.025635858066026015,0.045163864408448086,0.021525431743912367,0.0164244192701229,0.018030138816418132,0.01880455904104495,0.0030255693342024427
diagnosis ~ range + iqr + median + se + Gender,0.6207172578020835,0.5437766843232191,0.5814190528963422,0.589580775412113,0.5822469710626513,0.5810831242504039,0.24337272805659338,0.04900899097637396,0.044344120601184894,0.012959017792034897,0.021263166125212153,0.013035319225175972,0.01347458102335337,0.00478016102803495
diagnosis ~ range + iqr + mean_abs + coef_var + se,0.6954240693107823,0.5169244089353303,0.595266829304336,0.6303829320751146,0.6061742391230563,0.6062953542372427,0.23095902449620812,0.041613656679974347,0.03732750408114667,0.012696162227359264,0.033556330795431834,0.017570484191785262,0.016471601980568084,0.007929147543813502
diagnosis ~ range + iqr + mean_abs + coef_var + Gender,0.6714247327340463,0.44454206800559637,0.5534961630398093,0.5745911073184974,0.5579834003698214,0.558620789145059,0.24387941793095314,0.043184002300588324,0.04784284779546248,0.014538068938620852,0.024470476441682532,0.013568980156244739,0.01318173302974121,0.0030108016186998947
diagnosis ~ range + iqr + mean_abs + se + Gender,0.6514042257317832,0.45477871500482303,0.544589929570062,0.5807646643512757,0.5530914703683032,0.5522300174850315,0.24668446503017444,0.07471613497924269,0.043273539970748676,0.018507556917811575,0.04765796859285587,0.02704246543686613,0.02645760852702526,0.009309031387040412
diagnosis ~ range + iqr + coef_var + se + Gender,0.6632801528698302,0.5267937335512843,0.5874782602214149,0.6138530282877009,0.5950369432105573,0.5947251438617407,0.2337647257781889,0.055068508232990324,0.039372367493680345,0.0070202020417392715,0.022087637034357285,0.00951934494087308,0.009802471053662654,0.005407339242977527
diagnosis ~ range + median + mean_abs + coef_var + se,0.692884906555784,0.4959031936586482,0.5821954862764763,0.6272235885159537,0.5943940501072161,0.5940907096964553,0.23307508850015057,0.060787898061338816,0.040127947103222504,0.011530664203798946,0.04532700950601744,0.021261299826769577,0.020195078752139828,0.00886214315681818
diagnosis ~ range + median + mean_abs + coef_var + Gender,0.7122452589852691,0.44473739242725296,0.5678282457405351,0.6025132895559725,0.578491325706261,0.5789542693863294,0.24416245930699834,0.02488399312680979,0.04005497847212244,0.013918228998653654,0.00847379170524705,0.009904106813465083,0.010720652668273751,0.0023848339432120153
diagnosis ~ range + median + mean_abs + se + Gender,0.6564644422886328,0.5483047837836338,0.5981181714714986,0.6165047975528662,0.6023846130361332,0.6015094140755183,0.23697672315614296,0.05369538387622898,0.04893229494802596,0.01789481758004338,0.03000202137160929,0.020045950161230397,0.020112837008746186,0.005399762202436243
diagnosis ~ range + median + coef_var + se + Gender,0.6796587829330734,0.5165167362899177,0.5894142563307441,0.6195791170102736,0.5980877596114955,0.5977155495747564,0.23342799731951966,0.05208712539135229,0.044864958449337654,0.011713559756060197,0.01982183426035083,0.010340002277337335,0.011078757112266451,0.0050800334778513334
diagnosis ~ range + mean_abs + coef_var + se + Gender,0.6887223442488789,0.5251474850945452,0.5950381514279223,0.6360921998518799,0.6069349146717121,0.6067677901070015,0.23353151045360115,0.06523368592007955,0.04266916249647653,0.006908143923152356,0.0283440030298543,0.013275759662941478,0.0134229567006621,0.006621840806987735
diagnosis ~ iqr + median + mean_abs + coef_var + se,0.6911401517964082,0.5017052085380558,0.584770075492967,0.6280306791521311,0.596422680167232,0.5963777320773965,0.23134277598777972,0.0618225708080429,0.04299842629956908,0.011137781346048523,0.04442325716297355,0.0208868604201319,0.019721955946140426,0.008353623628643033
diagnosis ~ iqr + median + mean_abs + coef_var + Gender,0.7106448916005127,0.4585545247410796,0.5741799834232703,0.6087587320855519,0.5845997081707961,0.5850808269081962,0.2403367178202014,0.027345769168317813,0.0441030028394945,0.017636445607024053,0.00984185945609075,0.012492922959769483,0.013647005245777057,0.0031326615601904163
